"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"HKD","10.50","10.80","10.62","10.71","RMA","20231109"
"CAD","59.45","61.15","60.24","60.70","RMA","20231109"
"AUD","52.65","54.15","53.37","53.76","RMA","20231109"
"SGD","60.40","62.15","61.21","61.69","RMA","20231109"
"DKK","11.70","12.05","11.88","11.97","RMA","20231109"
"SEK","7.50","7.70","7.58","7.64","RMA","20231109"
"NOK","7.30","7.50","7.41","7.47","RMA","20231109"
"USD","82.05","84.60","83.06","83.68","RMA","20231109"
"GBP","100.40","103.25","101.78","102.52","RMA","20231109"
"EUR","87.45","89.90","88.61","89.26","RMA","20231109"
"JPY","54.35","55.90","55.09","55.52","RMA","20231109"
"CHF","90.85","93.45","92.06","92.79","RMA","20231109"
"USD","82.05","84.6","83.06","83.68","BOB","20231109"
"USD.5.20","79.59","","","","BOB","20231109"
"USD.12","77.95","","","","BOB","20231109"
"GBP","100.4","103.25","101.78","102.52","BOB","20231109"
"EUR","87.45","89.9","88.61","89.26","BOB","20231109"
"JPY","54.35","55.9","55.09","55.52","BOB","20231109"
"CHF","90.85","93.45","92.06","92.79","BOB","20231109"
"HKD","10.5","10.8","10.62","10.71","BOB","20231109"
"CAD","59.45","61.15","60.24","60.7","BOB","20231109"
"AUD","52.65","54.15","53.37","53.76","BOB","20231109"
"SGD","60.4","62.15","61.21","61.69","BOB","20231109"
"DKK","11.7","12.05","11.88","11.97","BOB","20231109"
"SEK","7.5","7.7","7.58","7.64","BOB","20231109"
"NOK","7.3","7.5","7.41","7.47","BOB","20231109"
"USD","82.05","84.60","83.07","83.64","TBL","20231109"
"USD.5.20","79.59","","","","TBL","20231109"
"USD.12","77.95","","","","TBL","20231109"
"GBP","100.85","103.60","102.20","102.88","TBL","20231109"
"EUR","87.60","90.00","88.76","89.35","TBL","20231109"
"JPY","54.45","56.00","55.21","55.61","TBL","20231109"
"CHF","91.00","93.60","92.24","92.92","TBL","20231109"
"HKD","10.50","10.75","10.62","10.70","TBL","20231109"
"CAD","59.60","61.25","60.39","60.83","TBL","20231109"
"AUD","52.65","54.10","53.34","53.71","TBL","20231109"
"SGD","60.45","62.20","61.29","61.74","TBL","20231109"
"DKK","11.75","12.05","11.90","11.98","TBL","20231109"
"SEK","7.50","7.70","7.58","7.63","TBL","20231109"
"NOK","7.35","7.55","7.44","7.49","TBL","20231109"
