"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.50","82.96","83.54","RMA","20231027"
"GBP","99.25","02.00","100.59","101.25","RMA","20231027"
"EUR","86.55","88.90","87.70","88.29","RMA","20231027"
"JPY","54.60","56.15","55.32","55.72","RMA","20231027"
"CHF","91.35","93.95","92.58","93.27","RMA","20231027"
"HKD","10.45","10.75","10.61","10.68","RMA","20231027"
"CAD","59.40","61.10","60.20","60.65","RMA","20231027"
"AUD","51.85","53.30","52.55","52.90","RMA","20231027"
"SGD","59.75","61.45","60.54","60.99","RMA","20231027"
"DKK","11.60","11.90","11.75","11.83","RMA","20231027"
"SEK","7.35","7.55","7.43","7.48","RMA","20231027"
"NOK","7.30","7.50","7.41","7.46","RMA","20231027"
"USD","82","84.55","83.03","83.61","BOB","20231027"
"USD.5.20","79.54","","","","BOB","20231027"
"USD.12","77.9","","","","BOB","20231027"
"GBP","99.05","101.8","100.39","101.05","BOB","20231027"
"EUR","86.4","88.8","87.58","88.15","BOB","20231027"
"JPY","54.5","56","55.23","55.62","BOB","20231027"
"CHF","91.2","93.75","92.41","93.09","BOB","20231027"
"HKD","10.45","10.75","10.62","10.69","BOB","20231027"
"CAD","59.4","61.05","60.18","60.61","BOB","20231027"
"AUD","51.7","53.15","52.42","52.76","BOB","20231027"
"SGD","59.75","61.45","60.54","60.99","BOB","20231027"
"DKK","11.55","11.9","11.73","11.81","BOB","20231027"
"SEK","7.35","7.55","7.43","7.48","BOB","20231027"
"NOK","7.3","7.5","7.41","7.46","BOB","20231027"
"USD","81.95","84.50","82.96","83.54","TBL","20231027"
"USD.5.20","79.49","","","","TBL","20231027"
"USD.12","77.85","","","","TBL","20231027"
"GBP","99.25","102.00","100.59","101.25","TBL","20231027"
"EUR","86.55","88.90","87.70","88.29","TBL","20231027"
"JPY","54.60","56.15","55.32","55.72","TBL","20231027"
"CHF","91.35","93.95","92.58","93.27","TBL","20231027"
"HKD","10.45","10.75","10.61","10.68","TBL","20231027"
"CAD","59.40","61.10","60.20","60.65","TBL","20231027"
"AUD","51.85","53.30","52.55","52.90","TBL","20231027"
"SGD","59.75","61.45","60.54","60.99","TBL","20231027"
"DKK","11.60","11.90","11.75","11.83","TBL","20231027"
"SEK","7.35","7.55","7.43","7.48","TBL","20231027"
"NOK","7.30","7.50","7.41","7.46","TBL","20231027"
