"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.85","84.40","82.87","83.46","RMA","20230923"
"GBP","100.50","103.30","101.88","102.56","RMA","20230923"
"EUR","87.10","89.55","88.28","88.89","RMA","20230923"
"JPY","55.20","56.75","55.94","56.34","RMA","20230923"
"CHF","90.20","92.70","91.40","92.05","RMA","20230923"
"HKD","10.45","10.75","10.60","10.67","RMA","20230923"
"CAD","60.55","62.30","61.39","61.84","RMA","20230923"
"AUD","52.40","53.85","53.10","53.45","RMA","20230923"
"SGD","59.75","61.45","60.56","61.01","RMA","20230923"
"DKK","11.70","12.00","11.84","11.93","RMA","20230923"
"SEK","7.30","7.55","7.42","7.47","RMA","20230923"
"NOK","7.60","7.80","7.68","7.74","RMA","20230923"
"USD","81.7","84.25","82.71","83.29","BOB","20230923"
"USD.5.20","79.25","","","","BOB","20230923"
"USD.12","77.62","","","","BOB","20230923"
"GBP","99.9","102.7","101.26","101.95","BOB","20230923"
"EUR","86.85","89.25","88.01","88.6","BOB","20230923"
"JPY","55","56.55","55.75","56.16","BOB","20230923"
"CHF","90.05","92.6","91.26","91.92","BOB","20230923"
"HKD","10.45","10.75","10.58","10.65","BOB","20230923"
"CAD","60.6","62.35","61.44","61.89","BOB","20230923"
"AUD","52.55","54","53.26","53.61","BOB","20230923"
"SGD","59.75","61.45","60.55","61","BOB","20230923"
"DKK","11.65","11.95","11.8","11.89","BOB","20230923"
"SEK","7.3","7.5","7.39","7.44","BOB","20230923"
"NOK","7.6","7.8","7.69","7.75","BOB","20230923"
"USD","82.00","84.55","83.00","83.60","TBL","20230923"
"USD.5.20","79.54","","","","TBL","20230923"
"USD.12","77.90","","","","TBL","20230923"
"GBP","101.45","104.25","102.82","103.51","TBL","20230923"
"EUR","87.55","90.00","88.72","89.34","TBL","20230923"
"JPY","55.45","57.00","56.19","56.60","TBL","20230923"
"CHF","91.30","93.90","92.55","93.22","TBL","20230923"
"HKD","10.50","10.75","10.62","10.69","TBL","20230923"
"CAD","60.90","62.65","61.71","62.18","TBL","20230923"
"AUD","52.90","54.35","53.62","53.96","TBL","20230923"
"SGD","60.05","61.80","60.88","61.34","TBL","20230923"
"DKK","11.75","12.05","11.90","11.99","TBL","20230923"
"SEK","7.35","7.60","7.47","7.52","TBL","20230923"
"NOK","7.60","7.85","7.72","7.77","TBL","20230923"
