"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.60","83.03","83.65","RMA","20230920"
"GBP","101.60","104.50","102.99","103.73","RMA","20230920"
"EUR","87.45","89.95","88.63","89.28","RMA","20230920"
"JPY","55.50","57.10","56.25","56.67","RMA","20230920"
"CHF","91.45","94.10","92.69","93.42","RMA","20230920"
"HKD","10.50","10.75","10.62","10.70","RMA","20230920"
"CAD","60.65","62.40","61.46","61.94","RMA","20230920"
"AUD","52.75","54.20","53.47","53.83","RMA","20230920"
"SGD","60.00","61.75","60.84","61.32","RMA","20230920"
"DKK","11.75","12.05","11.89","11.98","RMA","20230920"
"SEK","7.30","7.50","7.40","7.46","RMA","20230920"
"NOK","7.55","7.80","7.66","7.72","RMA","20230920"
"USD","82","84.55","83","83.6","BOB","20230920"
"USD.5.20","79.54","","","","BOB","20230920"
"USD.12","77.9","","","","BOB","20230920"
"GBP","101.45","104.25","102.82","103.51","BOB","20230920"
"EUR","87.55","90","88.72","89.34","BOB","20230920"
"JPY","55.45","57","56.19","56.6","BOB","20230920"
"CHF","91.3","93.9","92.55","93.22","BOB","20230920"
"HKD","10.5","10.75","10.62","10.69","BOB","20230920"
"CAD","60.9","62.65","61.71","62.18","BOB","20230920"
"AUD","52.9","54.35","53.62","53.96","BOB","20230920"
"SGD","60.05","61.8","60.88","61.34","BOB","20230920"
"DKK","11.75","12.05","11.9","11.99","BOB","20230920"
"SEK","7.35","7.6","7.47","7.52","BOB","20230920"
"NOK","7.6","7.85","7.72","7.77","BOB","20230920"
"USD","82.00","84.60","83.03","83.65","TBL","20230920"
"USD.5.20","79.54","","","","TBL","20230920"
"USD.12","77.90","","","","TBL","20230920"
"GBP","101.60","104.50","102.00","103.73","TBL","20230920"
"EUR","87.45","89.95","88.63","89.28","TBL","20230920"
"JPY","55.50","57.10","56.25","56.67","TBL","20230920"
"CHF","91.45","94.10","92.69","93.42","TBL","20230920"
"HKD","10.50","10.75","10.62","10.70","TBL","20230920"
"CAD","60.65","62.40","61.46","61.94","TBL","20230920"
"AUD","52.75","54.20","53.47","53.83","TBL","20230920"
"SGD","60.00","61.75","60.84","61.32","TBL","20230920"
"DKK","11.75","12.05","11.89","11.98","TBL","20230920"
"SEK","7.30","7.50","7.40","7.46","TBL","20230920"
"NOK","7.55","7.80","7.66","7.72","TBL","20230920"
