"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.55","83.04","83.62","RMA","20231020"
"GBP","99.20","101.95","100.55","101.21","RMA","20231020"
"EUR","86.40","88.80","87.58","88.16","RMA","20231020"
"JPY","54.65","56.20","55.41","55.81","RMA","20231020"
"CHF","91.20","93.75","92.41","93.09","RMA","20231020"
"HKD","10.45","10.75","10.61","10.69","RMA","20231020"
"CAD","59.65","61.35","60.48","60.90","RMA","20231020"
"AUD","51.65","53.10","52.37","52.73","RMA","20231020"
"SGD","59.60","61.30","60.43","60.87","RMA","20231020"
"DKK","11.60","11.90","11.73","11.82","RMA","20231020"
"SEK","7.40","7.65","7.52","7.57","RMA","20231020"
"NOK","7.40","7.60","7.48","7.54","RMA","20231020"
"USD","82","84.55","83.04","83.62","BOB","20231020"
"USD.5.20","79.54","","","","BOB","20231020"
"USD.12","77.9","","","","BOB","20231020"
"GBP","99.2","101.95","100.55","101.21","BOB","20231020"
"EUR","86.4","88.8","87.58","88.16","BOB","20231020"
"JPY","54.65","56.2","55.41","55.81","BOB","20231020"
"CHF","91.2","93.75","92.41","93.09","BOB","20231020"
"HKD","10.45","10.75","10.61","10.69","BOB","20231020"
"CAD","59.65","61.35","60.48","60.9","BOB","20231020"
"AUD","51.65","53.1","52.37","52.73","BOB","20231020"
"SGD","59.6","61.3","60.43","60.87","BOB","20231020"
"DKK","11.6","11.9","11.73","11.82","BOB","20231020"
"SEK","7.4","7.65","7.52","7.57","BOB","20231020"
"NOK","7.4","7.6","7.48","7.54","BOB","20231020"
"USD","82.00","84.60","83.04","83.66","TBL","20231020"
"USD.5.20","79.54","","","","TBL","20231020"
"USD.12","77.90","","","","TBL","20231020"
"GBP","99.95","102.75","101.29","102.01","TBL","20231020"
"EUR","86.60","88.05","87.77","88.39","TBL","20231020"
"JPY","54.70","56.30","55.45","55.88","TBL","20231020"
"CHF","91.20","93.85","92.44","93.17","TBL","20231020"
"HKD","10.45","10.75","10.61","10.69","TBL","20231020"
"CAD","60.15","61.85","60.94","61.40","TBL","20231020"
"AUD","52.25","53.75","52.96","53.35","TBL","20231020"
"SGD","59.80","61.55","60.63","61.11","TBL","20231020"
"DKK","11.60","11.95","11.76","11.85","TBL","20231020"
"SEK","7.50","7.70","7.59","7.65","TBL","20231020"
"NOK","7.50","7.70","7.59","7.65","TBL","20231020"
