"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.55","83.02","83.60","RMA","20231101"
"GBP","99.40","102.10","100.72","101.38","RMA","20231101"
"EUR","86.70","89.10","87.88","88.46","RMA","20231101"
"JPY","54.75","56.30","55.47","55.88","RMA","20231101"
"CHF","90.70","93.25","91.92","92.57","RMA","20231101"
"HKD","10.45","10.75","10.61","10.69","RMA","20231101"
"CAD","59.15","60.80","59.96","60.39","RMA","20231101"
"AUD","52.20","53.60","52.90","53.23","RMA","20231101"
"SGD","59.95","61.65","60.75","61.21","RMA","20231101"
"DKK","11.60","11.95","11.77","11.86","RMA","20231101"
"SEK","7.35","7.55","7.44","7.50","RMA","20231101"
"NOK","7.35","7.55","7.45","7.50","RMA","20231101"
"USD","82","84.55","83.05","83.62","BOB","20231101"
"USD.5.20","79.54","","","","BOB","20231101"
"USD.12","77.9","","","","BOB","20231101"
"GBP","99.85","102.6","101.22","101.87","BOB","20231101"
"EUR","87.3","89.7","88.49","89.06","BOB","20231101"
"JPY","54.35","55.9","55.1","55.49","BOB","20231101"
"CHF","90.85","93.45","92.09","92.78","BOB","20231101"
"HKD","10.45","10.75","10.61","10.69","BOB","20231101"
"CAD","59.3","60.95","60.09","60.51","BOB","20231101"
"AUD","52.2","53.6","52.88","53.22","BOB","20231101"
"SGD","60","61.7","60.82","61.25","BOB","20231101"
"DKK","11.7","12","11.85","11.94","BOB","20231101"
"SEK","7.4","7.6","7.48","7.53","BOB","20231101"
"NOK","7.35","7.55","7.45","7.51","BOB","20231101"
"USD","82.00","84.55","83.05","83.62","TBL","20231101"
"USD.5.20","79.54","","","","TBL","20231101"
"USD.12","77.90","","","","TBL","20231101"
"GBP","99.85","102.60","101.22","101.87","TBL","20231101"
"EUR","87.30","89.70","88.49","89.06","TBL","20231101"
"JPY","54.35","55.90","55.10","55.49","TBL","20231101"
"CHF","90.85","93.45","92.09","92.78","TBL","20231101"
"HKD","10.45","10.75","10.61","10.69","TBL","20231101"
"CAD","59.30","60.95","60.09","60.51","TBL","20231101"
"AUD","52.20","53.60","52.88","53.22","TBL","20231101"
"SGD","60.00","61.70","60.82","61.25","TBL","20231101"
"DKK","11.70","12.00","11.85","11.94","TBL","20231101"
"SEK","7.40","7.60","7.48","7.53","TBL","20231101"
"NOK","7.35","7.55","7.45","7.51","TBL","20231101"
