"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.10","84.65","83.12","83.70","RMA","20231204"
"GBP","104.00","106.90","105.41","106.11","RMA","20231204"
"EUR","90.00","92.50","91.23","91.84","RMA","20231204"
"JPY","55.55","57.15","56.33","56.72","RMA","20231204"
"CHF","93.50","96.20","94.79","95.49","RMA","20231204"
"HKD","10.50","10.80","10.65","10.73","RMA","20231204"
"CAD","60.40","62.10","61.22","61.65","RMA","20231204"
"AUD","54.35","55.85","55.08","55.46","RMA","20231204"
"SGD","61.55","63.30","62.40","62.86","RMA","20231204"
"DKK","12.05","12.40","12.23","12.32","RMA","20231204"
"SEK","7.90","8.15","8.03","8.08","RMA","20231204"
"NOK","7.70","7.90","7.79","7.85","RMA","20231204"
"USD","82.05","84.6","83.09","83.67","BOB","20231204"
"USD.5.20","79.59","","","","BOB","20231204"
"USD.12","77.95","","","","BOB","20231204"
"GBP","103.85","106.7","105.26","105.96","BOB","20231204"
"EUR","89.35","91.8","90.56","91.15","BOB","20231204"
"JPY","55.45","57","56.18","56.58","BOB","20231204"
"CHF","93.8","96.45","95.08","95.78","BOB","20231204"
"HKD","10.5","10.8","10.64","10.71","BOB","20231204"
"CAD","60.6","62.3","61.44","61.87","BOB","20231204"
"AUD","54.35","55.85","55.09","55.46","BOB","20231204"
"SGD","61.4","63.1","62.21","62.65","BOB","20231204"
"DKK","12","12.3","12.14","12.23","BOB","20231204"
"SEK","7.85","8.05","7.96","8.02","BOB","20231204"
"NOK","7.65","7.85","7.73","7.79","BOB","20231204"
"USD","82.05","84.60","83.09","83.67","TBL","20231204"
"USD.5.20","79.59","","","","TBL","20231204"
"USD.12","77.95","","","","TBL","20231204"
"GBP","103.85","106.70","105.26","105.96","TBL","20231204"
"EUR","89.35","91.80","90.56","91.15","TBL","20231204"
"JPY","55.45","57.00","56.18","56.58","TBL","20231204"
"CHF","93.80","96.45","95.08","95.78","TBL","20231204"
"HKD","10.50","10.80","10.64","10.71","TBL","20231204"
"CAD","60.60","62.30","61.44","61.87","TBL","20231204"
"AUD","54.35","55.85","55.09","55.46","TBL","20231204"
"SGD","61.40","63.10","62.21","62.65","TBL","20231204"
"DKK","12.00","12.30","12.14","12.23","TBL","20231204"
"SEK","7.85","8.05","7.96","8.02","TBL","20231204"
"NOK","7.65","7.85","7.73","7.79","TBL","20231204"
