"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.05","84.60","83.08","83.65","RMA","20231017"
"GBP","99.55","102.30","100.91","101.58","RMA","20231017"
"EUR","86.35","88.70","87.51","88.09","RMA","20231017"
"JPY","54.80","56.35","55.56","55.96","RMA","20231017"
"CHF","90.80","93.35","92.02","92.67","RMA","20231017"
"HKD","10.50","10.80","10.63","10.70","RMA","20231017"
"CAD","60.10","61.75","60.89","61.33","RMA","20231017"
"AUD","51.85","53.25","52.54","52.89","RMA","20231017"
"SGD","59.85","61.55","60.65","61.09","RMA","20231017"
"DKK","11.55","11.90","11.73","11.81","RMA","20231017"
"SEK","7.50","7.70","7.58","7.63","RMA","20231017"
"NOK","7.50","7.70","7.60","7.65","RMA","20231017"
"USD","82.05","84.6","83.08","83.65","BOB","20231017"
"USD.5.20","79.59","","","","BOB","20231017"
"USD.12","77.95","","","","BOB","20231017"
"GBP","99.55","102.3","100.91","101.58","BOB","20231017"
"EUR","86.35","88.7","87.51","88.09","BOB","20231017"
"JPY","54.8","56.35","55.56","55.96","BOB","20231017"
"CHF","90.8","93.35","92.02","92.67","BOB","20231017"
"HKD","10.5","10.8","10.63","10.7","BOB","20231017"
"CAD","60.1","61.75","60.89","61.33","BOB","20231017"
"AUD","51.85","53.25","52.54","52.89","BOB","20231017"
"SGD","59.85","61.55","60.65","61.09","BOB","20231017"
"DKK","11.55","11.9","11.73","11.81","BOB","20231017"
"SEK","7.5","7.7","7.58","7.63","BOB","20231017"
"NOK","7.5","7.7","7.6","7.65","BOB","20231017"
"USD","82.00","84.55","83.03","83.61","TBL","20231017"
"USD.5.20","79.54","","","","TBL","20231017"
"USD.12","77.90","","","","TBL","20231017"
"GBP","99.90","102.65","101.26","101.93","TBL","20231017"
"EUR","86.25","88.65","87.42","88.02","TBL","20231017"
"JPY","54.75","56.30","55.49","55.89","TBL","20231017"
"CHF","90.25","92.80","91.46","92.14","TBL","20231017"
"HKD","10.45","10.75","10.61","10.69","TBL","20231017"
"CAD","59.90","61.60","60.71","61.16","TBL","20231017"
"AUD","51.75","53.15","52.45","52.77","TBL","20231017"
"SGD","59.85","61.55","60.64","61.09","TBL","20231017"
"DKK","11.55","11.90","11.72","11.80","TBL","20231017"
"SEK","7.45","7.70","7.57","7.62","TBL","20231017"
"NOK","7.50","7.70","7.59","7.65","TBL","20231017"
