"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.50","82.97","83.55","RMA","20231222"
"GBP","103.80","106.65","105.19","105.90","RMA","20231222"
"EUR","89.75","92.25","90.97","91.59","RMA","20231222"
"JPY","57.10","58.70","57.85","58.26","RMA","20231222"
"CHF","95.00","97.70","96.28","97.00","RMA","20231222"
"HKD","10.50","10.80","10.63","10.71","RMA","20231222"
"CAD","61.40","63.15","62.24","62.68","RMA","20231222"
"AUD","55.40","56.95","56.14","56.52","RMA","20231222"
"SGD","61.55","63.30","62.41","62.87","RMA","20231222"
"DKK","12.05","12.35","12.20","12.29","RMA","20231222"
"SEK","8.05","8.30","8.17","8.23","RMA","20231222"
"NOK","7.95","8.20","8.08","8.13","RMA","20231222"
"USD","82.05","84.6","83.08","83.65","BOB","20231222"
"USD.5.20","79.59","","","","BOB","20231222"
"USD.12","77.95","","","","BOB","20231222"
"GBP","103.55","106.4","104.96","105.64","BOB","20231222"
"EUR","89.7","92.2","90.92","91.54","BOB","20231222"
"JPY","57.3","58.9","58.06","58.48","BOB","20231222"
"CHF","95.05","97.75","96.35","97.03","BOB","20231222"
"HKD","10.5","10.8","10.64","10.71","BOB","20231222"
"CAD","61.4","63.1","62.22","62.67","BOB","20231222"
"AUD","55.3","56.85","56.07","56.45","BOB","20231222"
"SGD","61.6","63.35","62.44","62.9","BOB","20231222"
"DKK","12.05","12.35","12.19","12.28","BOB","20231222"
"SEK","8.05","8.3","8.16","8.22","BOB","20231222"
"NOK","7.95","8.15","8.04","8.1","BOB","20231222"
"USD","81.95","84.50","82.97","83.55","TBL","20231222"
"USD.5.20","79.49","","","","TBL","20231222"
"USD.12","77.85","","","","TBL","20231222"
"GBP","103.80","106.65","105.19","105.90","TBL","20231222"
"EUR","89.75","92.25","90.97","91.59","TBL","20231222"
"JPY","57.10","58.70","57.85","58.26","TBL","20231222"
"CHF","95.00","97.70","96.28","97.00","TBL","20231222"
"HKD","10.50","10.80","10.63","10.71","TBL","20231222"
"CAD","61.40","63.15","62.24","62.68","TBL","20231222"
"AUD","55.40","56.95","56.14","56.52","TBL","20231222"
"SGD","61.55","63.30","62.41","62.87","TBL","20231222"
"DKK","12.05","12.35","12.20","12.29","TBL","20231222"
"SEK","8.05","8.30","8.17","8.23","TBL","20231222"
"NOK","7.95","8.20","8.08","8.13","TBL","20231222"
