"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.55","83.03","83.61","RMA","20231018"
"GBP","99.70","102.45","101.03","101.70","RMA","20231018"
"EUR","86.50","88.90","87.67","88.26","RMA","20231018"
"JPY","54.75","56.25","55.47","55.86","RMA","20231018"
"CHF","90.85","93.40","92.07","92.75","RMA","20231018"
"HKD","10.45","10.75","10.61","10.69","RMA","20231018"
"CAD","60.10","61.80","60.90","61.35","RMA","20231018"
"AUD","52.05","53.50","52.75","53.12","RMA","20231018"
"SGD","59.80","61.50","60.62","61.06","RMA","20231018"
"DKK","11.60","11.90","11.74","11.83","RMA","20231018"
"SEK","7.50","7.70","7.60","7.65","RMA","20231018"
"NOK","7.50","7.70","7.58","7.63","RMA","20231018"
"USD","82","84.55","83.03","83.61","BOB","20231018"
"USD.5.20","79.54","","","","BOB","20231018"
"USD.12","77.9","","","","BOB","20231018"
"GBP","99.7","102.45","101.03","101.7","BOB","20231018"
"EUR","86.5","88.9","87.67","88.26","BOB","20231018"
"JPY","54.75","56.25","55.47","55.86","BOB","20231018"
"CHF","90.85","93.4","92.07","92.75","BOB","20231018"
"HKD","10.45","10.75","10.61","10.69","BOB","20231018"
"CAD","60.1","61.8","60.9","61.35","BOB","20231018"
"AUD","52.05","53.5","52.75","53.12","BOB","20231018"
"SGD","59.8","61.5","60.62","61.06","BOB","20231018"
"DKK","11.6","11.9","11.74","11.83","BOB","20231018"
"SEK","7.5","7.7","7.6","7.65","BOB","20231018"
"NOK","7.5","7.7","7.58","7.63","BOB","20231018"
"USD","82.00","84.55","83.03","83.61","TBL","20231018"
"USD.5.20","79.54","","","","TBL","20231018"
"USD.12","77.90","","","","TBL","20231018"
"GBP","99.90","102.65","101.26","101.93","TBL","20231018"
"EUR","86.25","88.65","87.42","88.02","TBL","20231018"
"JPY","54.75","56.30","55.49","55.89","TBL","20231018"
"CHF","90.25","92.80","91.46","92.14","TBL","20231018"
"HKD","10.45","10.75","10.61","10.69","TBL","20231018"
"CAD","59.90","61.60","60.71","61.16","TBL","20231018"
"AUD","51.75","53.15","52.45","52.77","TBL","20231018"
"SGD","59.85","61.55","60.64","61.09","TBL","20231018"
"DKK","11.55","11.90","11.72","11.80","TBL","20231018"
"SEK","7.45","7.70","7.57","7.62","TBL","20231018"
"NOK","7.50","7.70","7.59","7.65","TBL","20231018"
