"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.55","83.03","83.61","RMA","20231019"
"GBP","99.70","102.45","101.03","101.70","RMA","20231019"
"EUR","86.50","88.90","87.67","88.26","RMA","20231019"
"JPY","54.75","56.25","55.47","55.86","RMA","20231019"
"CHF","90.85","93.40","92.07","92.75","RMA","20231019"
"HKD","10.45","10.75","10.61","10.69","RMA","20231019"
"CAD","60.10","61.80","60.90","61.35","RMA","20231019"
"AUD","52.05","53.50","52.75","53.12","RMA","20231019"
"SGD","59.80","61.50","60.62","61.06","RMA","20231019"
"DKK","11.60","11.90","11.74","11.83","RMA","20231019"
"SEK","7.50","7.70","7.60","7.65","RMA","20231019"
"NOK","7.50","7.70","7.58","7.63","RMA","20231019"
"USD","82","84.6","83.04","83.66","BOB","20231019"
"USD.5.20","79.54","","","","BOB","20231019"
"USD.12","77.9","","","","BOB","20231019"
"GBP","99.95","102.75","101.29","102.01","BOB","20231019"
"EUR","86.6","89.05","87.77","88.39","BOB","20231019"
"JPY","54.7","56.3","55.45","55.88","BOB","20231019"
"CHF","91.2","93.85","92.44","93.17","BOB","20231019"
"HKD","10.45","10.75","10.61","10.69","BOB","20231019"
"CAD","60.15","61.85","60.94","61.4","BOB","20231019"
"AUD","52.25","53.75","52.96","53.35","BOB","20231019"
"SGD","59.8","61.55","60.63","61.11","BOB","20231019"
"DKK","11.6","11.95","11.76","11.85","BOB","20231019"
"SEK","7.5","7.7","7.59","7.65","BOB","20231019"
"NOK","7.5","7.7","7.59","7.65","BOB","20231019"
"USD","82.00","84.55","83.03","83.61","TBL","20231019"
"USD.5.20","79.54","","","","TBL","20231019"
"USD.12","77.90","","","","TBL","20231019"
"GBP","99.70","102.45","101.03","101.70","TBL","20231019"
"EUR","86.50","88.90","87.67","88.26","TBL","20231019"
"JPY","54.75","56.25","55.47","55.86","TBL","20231019"
"CHF","90.85","93.40","92.07","92.75","TBL","20231019"
"HKD","10.45","10.75","10.61","10.69","TBL","20231019"
"CAD","60.10","61.80","60.90","61.35","TBL","20231019"
"AUD","52.05","53.50","52.75","53.12","TBL","20231019"
"SGD","59.80","61.50","60.62","61.06","TBL","20231019"
"DKK","11.60","11.90","11.74","11.83","TBL","20231019"
"SEK","7.50","7.70","7.60","7.65","TBL","20231019"
"NOK","7.50","7.70","7.58","7.63","TBL","20231019"
