"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.65","84.20","82.69","83.25","RMA","20240116"
"GBP","103.80","106.70","105.22","105.92","RMA","20240116"
"EUR","89.30","91.75","90.51","91.10","RMA","20240116"
"JPY","56.00","57.55","56.74","57.15","RMA","20240116"
"CHF","95.45","98.15","96.73","97.44","RMA","20240116"
"HKD","10.45","10.70","10.57","10.64","RMA","20240116"
"CAD","60.80","62.50","61.63","62.07","RMA","20240116"
"AUD","54.30","55.80","55.05","55.41","RMA","20240116"
"SGD","61.15","62.85","61.97","62.42","RMA","20240116"
"DKK","11.95","12.30","12.13","12.22","RMA","20240116"
"SEK","7.95","8.15","8.04","8.10","RMA","20240116"
"NOK","7.90","8.10","8.00","8.06","RMA","20240116"
"USD","81.65","84.2","82.69","83.25","BOB","20240116"
"USD.5.10.20","79.2","","","","BOB","20240116"
"USD.1.2","77.57","","","","BOB","20240116"
"GBP","103.8","106.7","105.22","105.92","BOB","20240116"
"EUR","89.3","91.75","90.51","91.1","BOB","20240116"
"JPY","56","57.55","56.74","57.15","BOB","20240116"
"CHF","95.45","98.15","96.73","97.44","BOB","20240116"
"HKD","10.45","10.7","10.57","10.64","BOB","20240116"
"CAD","60.8","62.5","61.63","62.07","BOB","20240116"
"AUD","54.3","55.8","55.05","55.41","BOB","20240116"
"SGD","61.15","62.85","61.97","62.42","BOB","20240116"
NA,"11.95","12.3","12.13","12.22","BOB","20240116"
"SEK","7.95","8.15","8.04","8.1","BOB","20240116"
"NOK","7.9","8.1","8","8.06","BOB","20240116"
"USD","81.65","84.20","82.69","83.25","TBL","20240116"
"USD.5.10.20","79.20","","","","TBL","20240116"
"USD.1.2","77.57","","","","TBL","20240116"
"GBP","103.80","106.70","105.22","105.92","TBL","20240116"
"EUR","89.30","91.75","90.51","91.10","TBL","20240116"
"JPY","56.00","57.55","56.74","57.15","TBL","20240116"
"CHF","95.45","98.15","96.73","97.44","TBL","20240116"
"HKD","10.45","10.70","10.57","10.64","TBL","20240116"
"CAD","60.80","62.50","61.63","62.07","TBL","20240116"
"AUD","54.30","55.80","55.05","55.41","TBL","20240116"
"SGD","61.15","62.85","61.97","62.42","TBL","20240116"
"DKK","11.95","12.30","12.13","12.22","TBL","20240116"
"SEK","7.95","8.15","8.04","8.10","TBL","20240116"
"NOK","7.90","8.10","8.00","8.06","TBL","20240116"
