"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.93","83.51","RMA","20240118"
"GBP","103.80","106.65","105.19","105.88","RMA","20240118"
"EUR","89.00","91.50","90.21","90.83","RMA","20240118"
"JPY","55.40","56.95","56.13","56.54","RMA","20240118"
"CHF","94.90","97.60","96.19","96.91","RMA","20240118"
"HKD","10.45","10.75","10.60","10.67","RMA","20240118"
"CAD","60.50","62.25","61.34","61.78","RMA","20240118"
"AUD","53.60","55.10","54.35","54.71","RMA","20240118"
"SGD","60.90","62.60","61.70","62.14","RMA","20240118"
"DKK","11.95","12.25","12.09","12.18","RMA","20240118"
"SEK","7.85","8.05","7.93","7.99","RMA","20240118"
"NOK","7.80","8.00","7.91","7.97","RMA","20240118"
"USD","81.9","84.45","82.93","83.51","BOB","20240118"
"USD.5.10.20","79.44","","","","BOB","20240118"
"USD.1.2","77.81","","","","BOB","20240118"
"GBP","103.8","106.65","105.19","105.88","BOB","20240118"
"EUR","89","91.5","90.21","90.83","BOB","20240118"
"JPY","55.4","56.95","56.13","56.54","BOB","20240118"
"CHF","94.9","97.6","96.19","96.91","BOB","20240118"
"HKD","10.45","10.75","10.6","10.67","BOB","20240118"
"CAD","60.5","62.25","61.34","61.78","BOB","20240118"
"AUD","53.6","55.1","54.35","54.71","BOB","20240118"
"SGD","60.9","62.6","61.7","62.14","BOB","20240118"
NA,"11.95","12.25","12.09","12.18","BOB","20240118"
"SEK","7.85","8.05","7.93","7.99","BOB","20240118"
"NOK","7.8","8","7.91","7.97","BOB","20240118"
"USD","81.65","84.20","82.69","83.25","TBL","20240118"
"USD.5.10.20","79.20","","","","TBL","20240118"
"USD.1.2","77.57","","","","TBL","20240118"
"GBP","103.80","106.70","105.22","105.92","TBL","20240118"
"EUR","89.30","91.75","90.51","91.10","TBL","20240118"
"JPY","56.00","57.55","56.74","57.15","TBL","20240118"
"CHF","95.45","98.15","96.73","97.44","TBL","20240118"
"HKD","10.45","10.70","10.57","10.64","TBL","20240118"
"CAD","60.80","62.50","61.63","62.07","TBL","20240118"
"AUD","54.30","55.80","55.05","55.41","TBL","20240118"
"SGD","61.15","62.85","61.97","62.42","TBL","20240118"
"DKK","11.95","12.30","12.13","12.22","TBL","20240118"
"SEK","7.95","8.15","8.04","8.10","TBL","20240118"
"NOK","7.90","8.10","8.00","8.06","TBL","20240118"
