"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.50","82.99","83.57","RMA","20230929"
"GBP","99.85","102.65","101.22","101.91","RMA","20230929"
"EUR","86.30","88.70","87.48","88.06","RMA","20230929"
"JPY","54.85","56.40","55.61","56.00","RMA","20230929"
"CHF","89.30","91.80","90.49","91.14","RMA","20230929"
"HKD","10.45","10.75","10.60","10.68","RMA","20230929"
"CAD","60.70","62.40","61.53","61.97","RMA","20230929"
"AUD","52.35","53.80","53.04","53.39","RMA","20230929"
"SGD","59.75","61.45","60.58","61.01","RMA","20230929"
"DKK","11.55","11.90","11.73","11.81","RMA","20230929"
"SEK","7.45","7.65","7.54","7.60","RMA","20230929"
"NOK","7.65","7.85","7.75","7.81","RMA","20230929"
"USD","81.95","84.5","82.99","83.57","BOB","20230929"
"USD.5.20","79.49","","","","BOB","20230929"
"USD.12","77.85","","","","BOB","20230929"
"GBP","99.85","102.65","101.22","101.91","BOB","20230929"
"EUR","86.3","88.7","87.48","88.06","BOB","20230929"
"JPY","54.85","56.4","55.61","56","BOB","20230929"
"CHF","89.3","91.8","90.49","91.14","BOB","20230929"
"HKD","10.45","10.75","10.6","10.68","BOB","20230929"
"CAD","60.7","62.4","61.53","61.97","BOB","20230929"
"AUD","52.35","53.8","53.04","53.39","BOB","20230929"
"SGD","59.75","61.45","60.58","61.01","BOB","20230929"
"DKK","11.55","11.9","11.73","11.81","BOB","20230929"
"SEK","7.45","7.65","7.54","7.6","BOB","20230929"
"NOK","7.65","7.85","7.75","7.81","BOB","20230929"
"USD","82.00","84.50","83.00","83.58","TBL","20230929"
"USD.5.20","79.54","","","","TBL","20230929"
"USD.12","77.90","","","","TBL","20230929"
"GBP","99.55","102.30","100.89","101.56","TBL","20230929"
"EUR","86.85","88.90","87.67","88.25","TBL","20230929"
"JPY","54.90","56.45","55.63","56.03","TBL","20230929"
"CHF","89.35","91.85","90.54","91.21","TBL","20230929"
"HKD","10.45","10.75","10.61","10.69","TBL","20230929"
"CAD","60.50","62.20","61.32","61.76","TBL","20230929"
"AUD","52.20","53.65","52.92","53.28","TBL","20230929"
"SGD","59.75","61.45","60.56","61.01","TBL","20230929"
"DKK","11.60","11.90","11.75","11.84","TBL","20230929"
"SEK","7.45","7.65","7.54","7.60","TBL","20230929"
"NOK","7.60","7.80","7.70","7.76","TBL","20230929"
