"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.65","84.20","82.69","83.25","RMA","20240116"
"GBP","103.80","106.70","105.22","105.92","RMA","20240116"
"EUR","89.30","91.75","90.51","91.10","RMA","20240116"
"JPY","56.00","57.55","56.74","57.15","RMA","20240116"
"CHF","95.45","98.15","96.73","97.44","RMA","20240116"
"HKD","10.45","10.70","10.57","10.64","RMA","20240116"
"CAD","60.80","62.50","61.63","62.07","RMA","20240116"
"AUD","54.30","55.80","55.05","55.41","RMA","20240116"
"SGD","61.15","62.85","61.97","62.42","RMA","20240116"
"DKK","11.95","12.30","12.13","12.22","RMA","20240116"
"SEK","7.95","8.15","8.04","8.10","RMA","20240116"
"NOK","7.90","8.10","8.00","8.06","RMA","20240116"
"USD","81.85","84.4","82.88","83.46","BOB","20240116"
"USD.5.10.20","79.39","","","","BOB","20240116"
"USD.1.2","77.76","","","","BOB","20240116"
"GBP","103.4","106.25","104.79","105.49","BOB","20240116"
"EUR","89.05","91.5","90.23","90.84","BOB","20240116"
"JPY","55.8","57.35","56.55","56.96","BOB","20240116"
"CHF","95","97.7","96.29","97.01","BOB","20240116"
"HKD","10.45","10.75","10.59","10.67","BOB","20240116"
"CAD","60.55","62.3","61.39","61.83","BOB","20240116"
"AUD","54","55.5","54.72","55.09","BOB","20240116"
"SGD","61","62.75","61.82","62.3","BOB","20240116"
NA,"11.95","12.25","12.09","12.18","BOB","20240116"
"SEK","7.85","8.05","7.96","8.01","BOB","20240116"
"NOK","7.85","8.05","7.94","8","BOB","20240116"
"USD","81.65","84.20","82.69","83.25","TBL","20240116"
"USD.5.10.20","79.20","","","","TBL","20240116"
"USD.1.2","77.57","","","","TBL","20240116"
"GBP","103.80","106.70","105.22","105.92","TBL","20240116"
"EUR","89.30","91.75","90.51","91.10","TBL","20240116"
"JPY","56.00","57.55","56.74","57.15","TBL","20240116"
"CHF","95.45","98.15","96.73","97.44","TBL","20240116"
"HKD","10.45","10.70","10.57","10.64","TBL","20240116"
"CAD","60.80","62.50","61.63","62.07","TBL","20240116"
"AUD","54.30","55.80","55.05","55.41","TBL","20240116"
"SGD","61.15","62.85","61.97","62.42","TBL","20240116"
"DKK","11.95","12.30","12.13","12.22","TBL","20240116"
"SEK","7.95","8.15","8.04","8.10","TBL","20240116"
"NOK","7.90","8.10","8.00","8.06","TBL","20240116"
