"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.60","83.02","83.64","RMA","20231012"
"GBP","100.50","103.30","101.86","102.58","RMA","20231012"
"EUR","86.85","89.30","88.02","88.65","RMA","20231012"
"JPY","55.00","56.60","55.75","56.18","RMA","20231012"
"CHF","90.55","93.15","91.76","92.49","RMA","20231012"
"HKD","10.45","10.75","10.62","10.70","RMA","20231012"
"CAD","60.25","62.00","61.06","61.54","RMA","20231012"
"AUD","52.55","54.00","53.28","53.64","RMA","20231012"
"SGD","60.00","61.70","60.81","61.27","RMA","20231012"
"DKK","11.65","12.00","11.80","11.89","RMA","20231012"
"SEK","7.50","7.75","7.62","7.68","RMA","20231012"
"NOK","7.55","7.80","7.67","7.73","RMA","20231012"
"USD","81.95","84.5","82.96","83.54","BOB","20231012"
"USD.5.20","79.49","","","","BOB","20231012"
"USD.12","77.85","","","","BOB","20231012"
"GBP","100.55","103.35","101.93","102.61","BOB","20231012"
"EUR","86.8","89.2","87.99","88.57","BOB","20231012"
"JPY","55.05","56.6","55.79","56.19","BOB","20231012"
"CHF","90.65","93.2","91.87","92.55","BOB","20231012"
"HKD","10.45","10.75","10.61","10.68","BOB","20231012"
"CAD","60.15","61.85","60.98","61.43","BOB","20231012"
"AUD","52.55","54","53.27","53.62","BOB","20231012"
"SGD","60.05","61.75","60.85","61.3","BOB","20231012"
"DKK","11.65","11.95","11.8","11.88","BOB","20231012"
"SEK","7.5","7.7","7.61","7.67","BOB","20231012"
"NOK","7.55","7.8","7.67","7.73","BOB","20231012"
"USD","82.00","84.60","83.02","83.64","TBL","20231012"
"USD.5.20","79.54","","","","TBL","20231012"
"USD.12","77.90","","","","TBL","20231012"
"GBP","100.50","103.30","101.86","102.58","TBL","20231012"
"EUR","86.85","89.30","88.02","88.65","TBL","20231012"
"JPY","55.00","56.60","55.75","56.18","TBL","20231012"
"CHF","90.55","93.15","91.76","92.49","TBL","20231012"
"HKD","10.45","10.75","10.62","10.70","TBL","20231012"
"CAD","60.25","62.00","61.06","61.54","TBL","20231012"
"AUD","52.55","54.00","53.28","53.64","TBL","20231012"
"SGD","60.00","61.70","60.81","61.27","TBL","20231012"
"DKK","11.65","12.00","11.80","11.89","TBL","20231012"
"SEK","7.50","7.75","7.62","7.68","TBL","20231012"
"NOK","7.55","7.80","7.67","7.73","TBL","20231012"
