"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.85","84.40","82.88","83.46","RMA","20240117"
"GBP","103.40","106.25","104.79","105.49","RMA","20240117"
"EUR","89.05","91.50","90.23","90.84","RMA","20240117"
"JPY","55.80","57.35","56.55","56.96","RMA","20240117"
"CHF","95.00","97.70","96.29","97.01","RMA","20240117"
"HKD","10.45","10.75","10.59","10.67","RMA","20240117"
"CAD","60.55","62.30","61.39","61.83","RMA","20240117"
"AUD","54.00","55.50","54.72","55.09","RMA","20240117"
"SGD","61.00","62.75","61.82","62.30","RMA","20240117"
"DKK","11.95","12.25","12.09","12.18","RMA","20240117"
"SEK","7.85","8.05","7.96","8.01","RMA","20240117"
"NOK","7.85","8.05","7.94","8.00","RMA","20240117"
"USD","81.85","84.4","82.88","83.46","BOB","20240117"
"USD.5.10.20","79.39","","","","BOB","20240117"
"USD.1.2","77.76","","","","BOB","20240117"
"GBP","103.4","106.25","104.79","105.49","BOB","20240117"
"EUR","89.05","91.5","90.23","90.84","BOB","20240117"
"JPY","55.8","57.35","56.55","56.96","BOB","20240117"
"CHF","95","97.7","96.29","97.01","BOB","20240117"
"HKD","10.45","10.75","10.59","10.67","BOB","20240117"
"CAD","60.55","62.3","61.39","61.83","BOB","20240117"
"AUD","54","55.5","54.72","55.09","BOB","20240117"
"SGD","61","62.75","61.82","62.3","BOB","20240117"
NA,"11.95","12.25","12.09","12.18","BOB","20240117"
"SEK","7.85","8.05","7.96","8.01","BOB","20240117"
"NOK","7.85","8.05","7.94","8","BOB","20240117"
"USD","81.65","84.20","82.69","83.25","TBL","20240117"
"USD.5.10.20","79.20","","","","TBL","20240117"
"USD.1.2","77.57","","","","TBL","20240117"
"GBP","103.80","106.70","105.22","105.92","TBL","20240117"
"EUR","89.30","91.75","90.51","91.10","TBL","20240117"
"JPY","56.00","57.55","56.74","57.15","TBL","20240117"
"CHF","95.45","98.15","96.73","97.44","TBL","20240117"
"HKD","10.45","10.70","10.57","10.64","TBL","20240117"
"CAD","60.80","62.50","61.63","62.07","TBL","20240117"
"AUD","54.30","55.80","55.05","55.41","TBL","20240117"
"SGD","61.15","62.85","61.97","62.42","TBL","20240117"
"DKK","11.95","12.30","12.13","12.22","TBL","20240117"
"SEK","7.95","8.15","8.04","8.10","TBL","20240117"
"NOK","7.90","8.10","8.00","8.06","TBL","20240117"
