"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.00","84.60","83.05","83.67","RMA","20231121"
"GBP","101.70","104.55","103.09","103.80","RMA","20231121"
"EUR","88.90","91.45","90.13","90.78","RMA","20231121"
"JPY","54.75","56.35","55.50","55.93","RMA","20231121"
"CHF","92.30","94.95","93.53","94.28","RMA","20231121"
"HKD","10.50","10.80","10.65","10.73","RMA","20231121"
"CAD","59.60","61.35","60.41","60.90","RMA","20231121"
"AUD","53.15","54.65","53.89","54.26","RMA","20231121"
"SGD","60.90","62.65","61.71","62.20","RMA","20231121"
"DKK","11.90","12.25","12.08","12.17","RMA","20231121"
"SEK","7.75","8.00","7.86","7.92","RMA","20231121"
"NOK","7.50","7.70","7.61","7.66","RMA","20231121"
"USD","82.1","84.65","83.15","83.73","BOB","20231121"
"USD.5.20","79.64","","","","BOB","20231121"
"USD.12","78","","","","BOB","20231121"
"GBP","102.6","105.4","103.97","104.66","BOB","20231121"
"EUR","89.7","92.2","90.93","91.53","BOB","20231121"
"JPY","55.3","56.85","56.07","56.47","BOB","20231121"
"CHF","92.9","95.5","94.16","94.83","BOB","20231121"
"HKD","10.5","10.8","10.67","10.74","BOB","20231121"
"CAD","59.85","61.55","60.67","61.11","BOB","20231121"
"AUD","53.8","55.3","54.55","54.92","BOB","20231121"
"SGD","61.25","62.95","62.06","62.5","BOB","20231121"
"DKK","12.05","12.35","12.19","12.28","BOB","20231121"
"SEK","7.85","8.05","7.94","8","BOB","20231121"
"NOK","7.65","7.85","7.74","7.79","BOB","20231121"
"USD","82.00","84.60","83.05","83.67","TBL","20231121"
"USD.5.20","79.54","","","","TBL","20231121"
"USD.12","77.90","","","","TBL","20231121"
"GBP","102.00","104.55","103.09","103.80","TBL","20231121"
"EUR","88.90","91.45","90.13","90.78","TBL","20231121"
"JPY","54.75","56.35","55.50","55.93","TBL","20231121"
"CHF","92.30","94.95","93.53","94.28","TBL","20231121"
"HKD","10.50","10.80","10.65","10.73","TBL","20231121"
"CAD","59.60","61.35","60.41","60.90","TBL","20231121"
"AUD","53.15","54.65","53.89","54.26","TBL","20231121"
"SGD","60.90","62.65","61.71","62.20","TBL","20231121"
"DKK","11.90","12.25","12.08","12.17","TBL","20231121"
"SEK","7.75","8.00","7.86","7.92","TBL","20231121"
"NOK","7.50","7.70","7.61","7.66","TBL","20231121"
